country,year,dev_level,region,equities,bonds,real_estate,commodities,cash,shock_event
Argentina,1991,emerging,LatAm,-49.4,-16.15,-40.0,50.85,23.75,Recession
Argentina,1992,emerging,LatAm,-9.5,-20.0,-31.21,6.99,23.55,
Argentina,1993,emerging,LatAm,-20.25,-20.0,-35.99,11.0,24.35,
Argentina,1994,emerging,LatAm,-18.76,-20.0,-40.0,13.82,24.65,
Argentina,1995,emerging,LatAm,-31.94,-20.0,-40.0,17.82,24.28,
Argentina,1996,emerging,LatAm,-9.63,-16.68,-40.0,5.38,24.15,
Argentina,1997,emerging,LatAm,-7.03,-20.0,-40.0,21.87,23.44,Asian Financial Crisis
Argentina,1998,emerging,LatAm,-41.13,-20.0,-40.0,5.8,23.34,LTCM / Russia default
Argentina,1999,emerging,LatAm,-22.5,-20.0,-36.7,27.19,22.05,
Argentina,2000,emerging,LatAm,-15.34,-20.0,-31.57,16.34,23.06,
Argentina,2001,emerging,LatAm,-41.9,-20.0,-40.0,7.37,24.58,Dot-com bust / 9-11
Argentina,2002,emerging,LatAm,-52.44,-20.0,-40.0,23.3,29.88,Corporate scandals
Argentina,2003,emerging,LatAm,-41.85,-20.0,-40.0,59.7,32.96,
Argentina,2004,emerging,LatAm,-60.0,-20.0,-40.0,40.45,36.03,
Argentina,2005,emerging,LatAm,-38.18,-20.0,-40.0,27.24,40.29,
Argentina,2006,emerging,LatAm,-60.0,-20.0,-40.0,45.57,44.12,
Argentina,2007,emerging,LatAm,-51.81,-20.0,-40.0,52.66,47.39,
Argentina,2008,emerging,LatAm,-60.0,-20.0,-40.0,52.21,52.33,Global Financial Crisis
Argentina,2009,emerging,LatAm,-60.0,-20.0,-40.0,13.35,57.63,GFC trough
Argentina,2010,emerging,LatAm,-60.0,-20.0,-40.0,23.9,59.12,
Argentina,2011,emerging,LatAm,-60.0,-20.0,-40.0,24.0,59.29,Euro debt crisis
Argentina,2012,emerging,LatAm,-60.0,-20.0,-40.0,21.75,60.01,
Argentina,2013,emerging,LatAm,-60.0,-20.0,-40.0,18.78,60.39,
Argentina,2014,emerging,LatAm,-60.0,-20.0,-40.0,24.94,61.16,
Argentina,2015,emerging,LatAm,-60.0,-20.0,-40.0,41.86,62.72,China slowdown
Argentina,2016,emerging,LatAm,-60.0,-20.0,-40.0,34.56,63.51,
Argentina,2017,emerging,LatAm,-60.0,-20.0,-40.0,-8.39,64.58,
Argentina,2018,emerging,LatAm,-60.0,-20.0,-40.0,14.73,63.51,
Argentina,2019,emerging,LatAm,-60.0,-20.0,-40.0,45.97,62.38,
Argentina,2020,emerging,LatAm,-60.0,-20.0,-40.0,21.67,61.01,COVID-19
Argentina,2021,emerging,LatAm,-60.0,-20.0,-40.0,2.82,60.41,COVID recovery / stimulus
Argentina,2022,emerging,LatAm,-60.0,-20.0,-40.0,60.0,60.16,Inflation / rate hike cycle
Argentina,2023,emerging,LatAm,-60.0,-20.0,-40.0,25.02,57.82,Rates plateau
Argentina,2024,emerging,LatAm,-60.0,-20.0,-40.0,9.99,55.92,
Chile,1985,emerging,LatAm,9.68,-8.21,4.01,5.76,4.61,
Chile,1986,emerging,LatAm,8.68,-3.77,21.06,11.72,5.44,
Chile,1987,emerging,LatAm,5.2,-12.38,6.86,-1.24,5.4,Black Monday
Chile,1988,emerging,LatAm,0.91,-1.77,15.49,22.4,4.92,
Chile,1989,emerging,LatAm,40.8,-15.02,0.58,-17.88,5.12,
Chile,1990,emerging,LatAm,7.27,-9.51,4.96,15.81,5.08,Gulf War / S&L crisis
Chile,1991,emerging,LatAm,0.5,-9.13,15.17,10.54,6.17,Recession
Chile,1992,emerging,LatAm,-14.48,-4.15,-5.46,-6.16,7.92,
Chile,1993,emerging,LatAm,-8.34,-16.42,-4.13,-5.92,9.38,
Chile,1994,emerging,LatAm,4.03,-0.01,-17.91,14.45,10.11,
Chile,1995,emerging,LatAm,-9.97,-7.81,-2.76,12.36,11.97,
Chile,1996,emerging,LatAm,-22.23,-13.4,3.44,24.89,12.03,
Chile,1997,emerging,LatAm,7.91,-12.42,-8.52,24.46,11.6,Asian Financial Crisis
Chile,1998,emerging,LatAm,19.0,-1.3,-33.37,14.37,9.88,LTCM / Russia default
Chile,1999,emerging,LatAm,11.58,3.61,-13.72,29.95,9.75,
Chile,2000,emerging,LatAm,-3.48,-0.79,2.72,2.11,7.58,
Chile,2001,emerging,LatAm,-0.25,-4.36,-24.33,10.63,7.56,Dot-com bust / 9-11
Chile,2002,emerging,LatAm,-10.33,-7.04,-16.68,13.15,6.93,Corporate scandals
Chile,2003,emerging,LatAm,6.38,-0.67,-2.57,10.74,5.96,
Chile,2004,emerging,LatAm,24.66,7.66,5.06,-21.52,4.69,
Chile,2005,emerging,LatAm,9.94,-1.21,-2.7,7.54,5.07,
Chile,2006,emerging,LatAm,2.1,3.5,-6.35,24.93,4.38,
Chile,2007,emerging,LatAm,18.17,7.58,2.37,2.93,3.6,
Chile,2008,emerging,LatAm,-1.23,-4.71,-1.24,-4.16,3.38,Global Financial Crisis
Chile,2009,emerging,LatAm,-0.57,-3.54,-0.2,8.35,2.82,GFC trough
Chile,2010,emerging,LatAm,16.97,13.09,12.33,5.86,1.63,
Chile,2011,emerging,LatAm,36.4,10.57,11.13,11.66,0.76,Euro debt crisis
Chile,2012,emerging,LatAm,10.35,16.36,3.09,22.87,1.19,
Chile,2013,emerging,LatAm,-5.41,1.05,5.17,15.56,1.94,
Chile,2014,emerging,LatAm,5.07,7.98,23.27,31.17,0.48,
Chile,2015,emerging,LatAm,9.68,5.57,5.88,8.87,0.05,China slowdown
Chile,2016,emerging,LatAm,-4.95,1.66,8.87,3.79,0.0,
Chile,2017,emerging,LatAm,25.9,-5.57,7.28,-3.07,0.58,
Chile,2018,emerging,LatAm,2.18,-2.13,10.7,13.04,2.95,
Chile,2019,emerging,LatAm,21.92,2.91,-5.0,26.88,4.87,
Chile,2020,emerging,LatAm,-12.67,1.82,-8.65,15.42,5.06,COVID-19
Chile,2021,emerging,LatAm,3.72,-15.31,6.01,4.11,6.06,COVID recovery / stimulus
Chile,2022,emerging,LatAm,-1.17,-5.89,-1.14,12.48,7.58,Inflation / rate hike cycle
Chile,2023,emerging,LatAm,-4.88,7.27,-11.94,3.44,6.61,Rates plateau
Chile,2024,emerging,LatAm,5.77,-8.64,-12.56,2.46,9.06,
Colombia,1985,emerging,LatAm,-8.2,-13.18,4.58,-23.22,6.29,
Colombia,1986,emerging,LatAm,33.27,-8.08,16.65,10.07,5.96,
Colombia,1987,emerging,LatAm,5.78,-11.15,4.91,32.63,4.55,Black Monday
Colombia,1988,emerging,LatAm,3.12,2.21,12.46,6.16,5.11,
Colombia,1989,emerging,LatAm,3.8,6.25,11.46,-3.33,3.89,
Colombia,1990,emerging,LatAm,15.74,2.44,4.47,-17.56,4.01,Gulf War / S&L crisis
Colombia,1991,emerging,LatAm,3.08,3.33,1.71,0.17,4.18,Recession
Colombia,1992,emerging,LatAm,-0.05,-1.81,18.73,21.41,3.67,
Colombia,1993,emerging,LatAm,27.4,-2.03,0.59,21.29,4.14,
Colombia,1994,emerging,LatAm,7.75,-4.73,6.41,13.94,4.72,
Colombia,1995,emerging,LatAm,7.73,4.54,5.24,8.56,5.62,
Colombia,1996,emerging,LatAm,31.26,0.16,-1.55,-20.77,5.47,
Colombia,1997,emerging,LatAm,-0.62,2.05,-2.94,11.53,4.49,Asian Financial Crisis
Colombia,1998,emerging,LatAm,-10.45,5.32,9.14,-10.0,5.26,LTCM / Russia default
Colombia,1999,emerging,LatAm,-7.19,-9.3,2.65,25.23,4.84,
Colombia,2000,emerging,LatAm,13.27,-5.83,12.46,-2.13,5.35,
Colombia,2001,emerging,LatAm,5.81,-0.86,-0.8,14.42,6.22,Dot-com bust / 9-11
Colombia,2002,emerging,LatAm,28.26,-7.37,10.83,17.08,6.05,Corporate scandals
Colombia,2003,emerging,LatAm,17.07,-2.45,16.1,22.25,5.74,
Colombia,2004,emerging,LatAm,17.0,-6.96,-15.62,-14.2,7.08,
Colombia,2005,emerging,LatAm,-0.67,-1.52,-7.65,2.2,6.96,
Colombia,2006,emerging,LatAm,25.06,-11.69,4.2,13.94,8.24,
Colombia,2007,emerging,LatAm,14.04,-9.29,-18.02,7.91,8.82,
Colombia,2008,emerging,LatAm,-10.98,-9.89,-7.08,9.82,9.04,Global Financial Crisis
Colombia,2009,emerging,LatAm,-19.83,5.95,-11.74,24.45,9.7,GFC trough
Colombia,2010,emerging,LatAm,-13.71,-6.9,-11.41,6.64,10.8,
Colombia,2011,emerging,LatAm,-11.69,-7.16,-14.34,25.7,9.7,Euro debt crisis
Colombia,2012,emerging,LatAm,0.13,5.9,-12.08,0.28,10.28,
Colombia,2013,emerging,LatAm,-14.72,-2.08,-17.65,-19.44,9.44,
Colombia,2014,emerging,LatAm,-10.27,-0.38,6.2,35.55,8.02,
Colombia,2015,emerging,LatAm,15.83,0.09,-5.94,-20.55,7.93,China slowdown
Colombia,2016,emerging,LatAm,-7.31,6.32,4.36,-6.67,6.09,
Colombia,2017,emerging,LatAm,34.81,5.06,0.52,-1.91,4.36,
Colombia,2018,emerging,LatAm,12.47,2.73,13.86,-16.51,4.24,
Colombia,2019,emerging,LatAm,12.25,-6.47,8.04,28.17,5.83,
Colombia,2020,emerging,LatAm,-20.51,-5.07,-15.78,-16.12,7.53,COVID-19
Colombia,2021,emerging,LatAm,30.45,-18.47,-1.14,10.69,8.14,COVID recovery / stimulus
Colombia,2022,emerging,LatAm,-9.9,-17.73,-18.14,31.61,9.35,Inflation / rate hike cycle
Colombia,2023,emerging,LatAm,-0.83,-0.51,-11.95,17.0,10.9,Rates plateau
Colombia,2024,emerging,LatAm,11.69,-12.84,-14.9,14.76,11.0,
Russia,1985,emerging,EasternEurope,-7.64,-7.97,-1.94,19.29,8.62,
Russia,1986,emerging,EasternEurope,-5.79,-8.57,-0.25,29.08,7.0,
Russia,1987,emerging,EasternEurope,1.09,-18.56,8.68,15.26,9.3,Black Monday
Russia,1988,emerging,EasternEurope,5.24,-10.73,-16.28,-20.09,9.52,
Russia,1989,emerging,EasternEurope,1.24,-9.23,-17.97,-1.62,10.18,
Russia,1990,emerging,EasternEurope,18.09,-15.03,-5.87,15.29,10.83,Gulf War / S&L crisis
Russia,1991,emerging,EasternEurope,19.63,-10.3,-2.21,16.5,11.75,Recession
Russia,1992,emerging,EasternEurope,15.88,-8.67,-12.6,32.41,12.9,
Russia,1993,emerging,EasternEurope,12.07,-20.0,-8.24,14.32,11.52,
Russia,1994,emerging,EasternEurope,5.19,-5.33,-5.61,6.41,11.5,
Russia,1995,emerging,EasternEurope,10.16,-7.22,-4.7,29.09,10.86,
Russia,1996,emerging,EasternEurope,-4.35,-2.02,-9.09,39.39,10.71,
Russia,1997,emerging,EasternEurope,-17.92,5.8,-32.11,19.52,10.36,Asian Financial Crisis
Russia,1998,emerging,EasternEurope,11.22,-5.08,-23.65,6.21,11.45,LTCM / Russia default
Russia,1999,emerging,EasternEurope,-10.45,-5.96,-20.79,13.64,11.97,
Russia,2000,emerging,EasternEurope,-20.08,-11.51,-11.94,17.21,11.22,
Russia,2001,emerging,EasternEurope,-6.62,1.37,-10.0,50.59,12.28,Dot-com bust / 9-11
Russia,2002,emerging,EasternEurope,-37.2,-19.43,-20.37,18.92,11.85,Corporate scandals
Russia,2003,emerging,EasternEurope,-3.7,-10.13,-23.34,3.5,11.71,
Russia,2004,emerging,EasternEurope,-0.21,-12.93,-20.1,20.79,12.54,
Russia,2005,emerging,EasternEurope,5.26,-12.57,-25.36,15.68,12.56,
Russia,2006,emerging,EasternEurope,-21.55,-1.03,-3.79,1.67,13.63,
Russia,2007,emerging,EasternEurope,-28.33,1.89,-17.53,23.62,11.62,
Russia,2008,emerging,EasternEurope,-23.59,-3.17,-25.38,34.31,11.1,Global Financial Crisis
Russia,2009,emerging,EasternEurope,-1.92,-0.67,-14.41,-17.35,11.29,GFC trough
Russia,2010,emerging,EasternEurope,-16.38,7.74,-14.26,-23.4,10.78,
Russia,2011,emerging,EasternEurope,-21.72,6.47,-7.11,2.54,9.41,Euro debt crisis
Russia,2012,emerging,EasternEurope,1.82,-8.58,-6.69,14.82,8.37,
Russia,2013,emerging,EasternEurope,4.6,-3.5,-2.26,-10.57,8.51,
Russia,2014,emerging,EasternEurope,6.06,-1.06,-5.79,7.4,9.29,
Russia,2015,emerging,EasternEurope,-3.31,-9.12,-3.96,-15.45,9.94,China slowdown
Russia,2016,emerging,EasternEurope,-5.78,-8.72,-8.92,-0.29,11.07,
Russia,2017,emerging,EasternEurope,-3.64,-12.42,-2.07,14.68,11.66,
Russia,2018,emerging,EasternEurope,16.55,-2.16,-5.11,6.89,10.5,
Russia,2019,emerging,EasternEurope,5.16,-8.56,-6.85,-38.41,12.52,
Russia,2020,emerging,EasternEurope,-5.61,-10.44,-15.27,20.06,13.38,COVID-19
Russia,2021,emerging,EasternEurope,19.72,-19.15,-10.79,10.16,13.31,COVID recovery / stimulus
Russia,2022,emerging,EasternEurope,4.99,-7.36,-1.8,23.66,12.61,Inflation / rate hike cycle
Russia,2023,emerging,EasternEurope,-16.16,-10.88,-12.19,4.73,13.27,Rates plateau
Russia,2024,emerging,EasternEurope,5.38,-8.41,-2.45,12.75,14.11,
Poland,1985,emerging,EasternEurope,-2.38,-5.37,-3.6,32.09,4.89,
Poland,1986,emerging,EasternEurope,3.35,-5.21,15.54,13.45,5.03,
Poland,1987,emerging,EasternEurope,6.56,0.57,4.09,-1.18,5.55,Black Monday
Poland,1988,emerging,EasternEurope,-2.45,-2.13,10.95,24.31,5.39,
Poland,1989,emerging,EasternEurope,8.59,-0.3,10.53,31.75,6.08,
Poland,1990,emerging,EasternEurope,-4.91,5.96,1.29,-11.11,5.51,Gulf War / S&L crisis
Poland,1991,emerging,EasternEurope,-19.12,5.46,-7.89,-16.18,6.0,Recession
Poland,1992,emerging,EasternEurope,1.17,10.68,15.29,12.73,5.12,
Poland,1993,emerging,EasternEurope,16.91,2.87,2.31,-6.43,4.41,
Poland,1994,emerging,EasternEurope,10.13,9.99,11.8,32.54,3.51,
Poland,1995,emerging,EasternEurope,14.71,4.06,-2.02,-3.14,3.0,
Poland,1996,emerging,EasternEurope,-20.25,-0.28,21.48,11.34,1.69,
Poland,1997,emerging,EasternEurope,11.68,-3.76,8.57,24.12,1.79,Asian Financial Crisis
Poland,1998,emerging,EasternEurope,-17.86,1.96,12.85,9.78,2.71,LTCM / Russia default
Poland,1999,emerging,EasternEurope,34.73,-5.99,3.54,-7.77,2.07,
Poland,2000,emerging,EasternEurope,2.63,4.97,16.44,1.31,2.26,
Poland,2001,emerging,EasternEurope,8.85,7.32,6.04,9.85,1.84,Dot-com bust / 9-11
Poland,2002,emerging,EasternEurope,6.04,2.32,12.59,39.76,2.7,Corporate scandals
Poland,2003,emerging,EasternEurope,13.51,-0.98,2.89,19.99,3.72,
Poland,2004,emerging,EasternEurope,7.35,8.2,6.77,-8.51,4.24,
Poland,2005,emerging,EasternEurope,9.92,2.86,8.79,6.88,5.02,
Poland,2006,emerging,EasternEurope,1.44,0.32,2.07,13.03,5.67,
Poland,2007,emerging,EasternEurope,12.25,-1.25,17.59,18.5,5.18,
Poland,2008,emerging,EasternEurope,-14.23,9.09,-14.66,-17.22,4.74,Global Financial Crisis
Poland,2009,emerging,EasternEurope,-12.82,1.34,-23.03,11.62,3.44,GFC trough
Poland,2010,emerging,EasternEurope,-9.21,7.39,-10.08,11.37,1.69,
Poland,2011,emerging,EasternEurope,-3.45,10.63,2.93,-6.4,0.56,Euro debt crisis
Poland,2012,emerging,EasternEurope,17.17,2.16,6.3,-8.56,1.45,
Poland,2013,emerging,EasternEurope,20.1,2.99,25.56,17.27,0.58,
Poland,2014,emerging,EasternEurope,26.5,5.9,13.62,24.65,1.21,
Poland,2015,emerging,EasternEurope,17.29,8.72,13.88,0.68,1.97,China slowdown
Poland,2016,emerging,EasternEurope,-11.57,9.08,12.74,-0.67,2.92,
Poland,2017,emerging,EasternEurope,6.92,-5.69,5.45,-12.02,1.38,
Poland,2018,emerging,EasternEurope,-0.22,-1.3,5.88,18.2,1.92,
Poland,2019,emerging,EasternEurope,19.02,-7.6,12.55,3.69,3.7,
Poland,2020,emerging,EasternEurope,20.6,9.88,-16.72,-0.54,2.2,COVID-19
Poland,2021,emerging,EasternEurope,19.7,-12.86,-5.87,28.82,3.69,COVID recovery / stimulus
Poland,2022,emerging,EasternEurope,-11.62,-12.33,4.46,-2.17,5.43,Inflation / rate hike cycle
Poland,2023,emerging,EasternEurope,-9.27,-11.71,9.96,14.89,5.74,Rates plateau
Poland,2024,emerging,EasternEurope,-5.97,5.06,1.86,26.05,5.83,
Turkey,1985,emerging,EasternEurope,-4.36,-12.96,-22.45,12.3,15.05,
Turkey,1986,emerging,EasternEurope,10.66,-20.0,-6.45,19.73,14.7,
Turkey,1987,emerging,EasternEurope,6.9,-20.0,-20.95,23.47,16.37,Black Monday
Turkey,1988,emerging,EasternEurope,-0.49,-20.0,-15.88,8.32,17.66,
Turkey,1989,emerging,EasternEurope,3.69,-20.0,-26.14,27.24,17.63,
Turkey,1990,emerging,EasternEurope,-15.79,-15.06,-20.23,-22.47,17.8,Gulf War / S&L crisis
Turkey,1991,emerging,EasternEurope,-8.21,-19.69,-23.15,-12.35,17.03,Recession
Turkey,1992,emerging,EasternEurope,-21.28,-17.22,-40.0,2.63,16.95,
Turkey,1993,emerging,EasternEurope,-14.74,-10.39,-27.23,14.38,18.01,
Turkey,1994,emerging,EasternEurope,-9.58,-20.0,-17.0,22.83,17.95,
Turkey,1995,emerging,EasternEurope,-12.31,-17.49,-17.46,9.06,18.18,
Turkey,1996,emerging,EasternEurope,-22.97,-6.2,-20.77,-1.42,17.86,
Turkey,1997,emerging,EasternEurope,-26.54,-12.58,-32.11,10.75,16.97,Asian Financial Crisis
Turkey,1998,emerging,EasternEurope,-12.57,-20.0,-38.5,18.06,18.12,LTCM / Russia default
Turkey,1999,emerging,EasternEurope,-17.31,-2.93,-15.47,2.73,16.09,
Turkey,2000,emerging,EasternEurope,-11.41,-11.36,-9.67,26.46,14.84,
Turkey,2001,emerging,EasternEurope,-0.1,-3.93,-18.1,16.73,14.21,Dot-com bust / 9-11
Turkey,2002,emerging,EasternEurope,-5.63,-13.77,-27.03,7.27,14.7,Corporate scandals
Turkey,2003,emerging,EasternEurope,-29.47,-5.55,-19.93,-8.65,15.62,
Turkey,2004,emerging,EasternEurope,-5.45,-10.65,-24.28,-7.98,14.25,
Turkey,2005,emerging,EasternEurope,-15.06,-13.1,-13.59,10.42,13.66,
Turkey,2006,emerging,EasternEurope,21.71,-20.0,-4.39,-25.06,13.95,
Turkey,2007,emerging,EasternEurope,-19.6,3.12,-11.52,30.46,12.63,
Turkey,2008,emerging,EasternEurope,-21.56,-7.82,-26.36,21.32,10.89,Global Financial Crisis
Turkey,2009,emerging,EasternEurope,-28.64,-6.25,-29.83,6.0,12.2,GFC trough
Turkey,2010,emerging,EasternEurope,-16.51,-18.36,-5.01,11.35,12.83,
Turkey,2011,emerging,EasternEurope,-17.15,-13.87,-30.38,20.86,13.8,Euro debt crisis
Turkey,2012,emerging,EasternEurope,-33.01,-9.41,-10.77,3.36,15.3,
Turkey,2013,emerging,EasternEurope,-5.56,-20.0,-9.11,7.72,15.65,
Turkey,2014,emerging,EasternEurope,-17.43,-17.46,-9.6,9.78,15.39,
Turkey,2015,emerging,EasternEurope,0.53,-15.16,-32.43,-9.09,15.19,China slowdown
Turkey,2016,emerging,EasternEurope,-4.0,-5.94,-21.77,-9.11,13.99,
Turkey,2017,emerging,EasternEurope,25.09,-7.9,-17.28,16.34,13.05,
Turkey,2018,emerging,EasternEurope,-14.67,-5.57,-10.3,2.13,12.91,
Turkey,2019,emerging,EasternEurope,-0.13,-18.12,8.53,11.34,12.09,
Turkey,2020,emerging,EasternEurope,-17.6,-11.38,-31.2,18.37,12.18,COVID-19
Turkey,2021,emerging,EasternEurope,1.38,-20.0,-16.95,-9.34,13.2,COVID recovery / stimulus
Turkey,2022,emerging,EasternEurope,-3.45,-20.0,-4.19,27.33,14.81,Inflation / rate hike cycle
Turkey,2023,emerging,EasternEurope,-28.81,-20.0,-8.57,27.43,16.88,Rates plateau
Turkey,2024,emerging,EasternEurope,-4.23,-18.67,-30.63,19.92,17.39,
South_Africa,1985,emerging,Africa,-2.62,7.56,-5.02,28.04,6.31,
South_Africa,1986,emerging,Africa,33.75,-5.29,2.87,22.25,6.3,
South_Africa,1987,emerging,Africa,9.31,0.43,-10.5,-1.34,7.06,Black Monday
South_Africa,1988,emerging,Africa,4.28,8.38,5.94,6.06,6.15,
South_Africa,1989,emerging,Africa,-18.58,-3.95,2.24,24.76,6.49,
South_Africa,1990,emerging,Africa,12.51,8.26,-10.92,4.08,6.81,Gulf War / S&L crisis
South_Africa,1991,emerging,Africa,-16.01,14.3,-17.65,10.1,5.82,Recession
South_Africa,1992,emerging,Africa,-8.64,-0.01,-4.5,19.26,4.28,
South_Africa,1993,emerging,Africa,-13.23,6.24,3.2,23.0,3.74,
South_Africa,1994,emerging,Africa,32.07,4.91,-2.74,15.15,3.88,
South_Africa,1995,emerging,Africa,4.78,-10.72,2.2,17.31,4.83,
South_Africa,1996,emerging,Africa,-4.12,-9.72,20.91,13.43,4.38,
South_Africa,1997,emerging,Africa,7.91,8.55,3.85,-33.43,6.27,Asian Financial Crisis
South_Africa,1998,emerging,Africa,-16.23,-3.22,-8.53,-2.88,5.93,LTCM / Russia default
South_Africa,1999,emerging,Africa,-19.99,-0.22,9.34,-4.99,5.32,
South_Africa,2000,emerging,Africa,6.01,-2.6,-2.66,-9.78,5.61,
South_Africa,2001,emerging,Africa,12.83,-7.58,-5.12,10.43,4.14,Dot-com bust / 9-11
South_Africa,2002,emerging,Africa,11.88,5.85,3.0,-10.26,5.41,Corporate scandals
South_Africa,2003,emerging,Africa,5.42,-0.87,5.58,18.07,5.72,
South_Africa,2004,emerging,Africa,11.14,9.26,15.12,20.51,4.76,
South_Africa,2005,emerging,Africa,-0.46,8.39,7.94,-2.16,3.58,
South_Africa,2006,emerging,Africa,-0.64,7.5,12.06,9.47,3.53,
South_Africa,2007,emerging,Africa,4.1,-11.71,-2.68,-3.0,2.24,
South_Africa,2008,emerging,Africa,-4.02,6.57,-4.87,27.28,2.7,Global Financial Crisis
South_Africa,2009,emerging,Africa,-19.44,2.77,-1.41,8.08,3.24,GFC trough
South_Africa,2010,emerging,Africa,-23.65,-1.05,7.66,-24.31,3.26,
South_Africa,2011,emerging,Africa,-0.78,0.4,-10.48,34.8,3.93,Euro debt crisis
South_Africa,2012,emerging,Africa,1.94,-0.87,-3.03,10.61,3.37,
South_Africa,2013,emerging,Africa,1.11,8.45,-0.33,-7.52,3.84,
South_Africa,2014,emerging,Africa,7.57,-6.16,4.89,-15.49,4.32,
South_Africa,2015,emerging,Africa,-6.83,-1.05,-1.08,33.9,5.17,China slowdown
South_Africa,2016,emerging,Africa,30.75,0.99,14.09,5.33,5.06,
South_Africa,2017,emerging,Africa,25.13,-2.13,8.27,5.43,5.25,
South_Africa,2018,emerging,Africa,19.14,5.27,-3.88,-2.8,5.2,
South_Africa,2019,emerging,Africa,21.46,-9.49,11.23,17.76,5.0,
South_Africa,2020,emerging,Africa,4.69,-8.23,2.47,12.52,4.71,COVID-19
South_Africa,2021,emerging,Africa,15.96,1.08,-9.04,-4.98,6.04,COVID recovery / stimulus
South_Africa,2022,emerging,Africa,13.82,-8.34,-23.89,13.54,6.88,Inflation / rate hike cycle
South_Africa,2023,emerging,Africa,-20.16,4.35,-5.38,2.46,6.87,Rates plateau
South_Africa,2024,emerging,Africa,-9.57,-1.93,-13.83,-0.07,7.51,
Nigeria,1985,emerging,Africa,0.65,-5.24,2.37,-2.37,10.43,
Nigeria,1986,emerging,Africa,1.23,-3.68,-16.21,11.06,11.26,
Nigeria,1987,emerging,Africa,-5.31,-14.14,-4.44,19.09,12.52,Black Monday
Nigeria,1988,emerging,Africa,7.45,-10.38,1.15,33.62,13.31,
Nigeria,1989,emerging,Africa,13.26,-18.33,-6.57,24.38,13.93,
Nigeria,1990,emerging,Africa,-16.16,-8.63,-21.16,19.81,13.43,Gulf War / S&L crisis
Nigeria,1991,emerging,Africa,-5.02,-16.48,-13.18,14.65,13.63,Recession
Nigeria,1992,emerging,Africa,15.53,-13.5,-15.78,14.0,14.32,
Nigeria,1993,emerging,Africa,22.05,-5.41,-19.43,38.09,12.84,
Nigeria,1994,emerging,Africa,-27.37,-10.43,-26.46,-16.42,12.51,
Nigeria,1995,emerging,Africa,-5.49,-1.9,-8.47,19.71,11.62,
Nigeria,1996,emerging,Africa,4.41,-0.17,-10.47,17.11,10.89,
Nigeria,1997,emerging,Africa,2.66,3.31,-12.74,0.91,10.68,Asian Financial Crisis
Nigeria,1998,emerging,Africa,-15.52,-9.39,-10.17,14.95,10.94,LTCM / Russia default
Nigeria,1999,emerging,Africa,-4.17,-13.28,-18.27,3.21,10.64,
Nigeria,2000,emerging,Africa,11.58,-0.42,-8.55,13.99,10.41,
Nigeria,2001,emerging,Africa,-14.4,-13.94,-7.48,-12.11,11.69,Dot-com bust / 9-11
Nigeria,2002,emerging,Africa,-22.7,-5.69,-10.81,25.49,10.31,Corporate scandals
Nigeria,2003,emerging,Africa,3.36,-13.23,-9.69,27.03,10.08,
Nigeria,2004,emerging,Africa,-16.31,-13.98,-6.55,-3.14,10.12,
Nigeria,2005,emerging,Africa,-2.9,-14.98,-27.9,33.52,11.18,
Nigeria,2006,emerging,Africa,-10.38,-12.1,-17.85,-1.68,12.01,
Nigeria,2007,emerging,Africa,-4.08,-5.37,-18.34,44.04,10.94,
Nigeria,2008,emerging,Africa,-51.77,7.7,-26.88,13.09,12.23,Global Financial Crisis
Nigeria,2009,emerging,Africa,-19.9,-0.63,-34.11,20.69,11.77,GFC trough
Nigeria,2010,emerging,Africa,9.36,1.53,-10.9,-7.47,11.02,
Nigeria,2011,emerging,Africa,-20.75,-6.14,-15.82,4.51,10.56,Euro debt crisis
Nigeria,2012,emerging,Africa,-4.29,-4.56,-21.1,8.19,11.24,
Nigeria,2013,emerging,Africa,-3.43,-8.73,4.36,7.11,10.55,
Nigeria,2014,emerging,Africa,19.38,-2.82,-8.36,3.09,10.1,
Nigeria,2015,emerging,Africa,28.32,-4.89,-20.02,14.33,10.92,China slowdown
Nigeria,2016,emerging,Africa,10.77,-14.07,-11.57,-2.48,10.9,
Nigeria,2017,emerging,Africa,10.7,-15.06,2.09,12.15,9.49,
Nigeria,2018,emerging,Africa,2.75,-8.51,11.71,12.27,8.23,
Nigeria,2019,emerging,Africa,17.57,-5.48,-0.75,7.13,8.27,
Nigeria,2020,emerging,Africa,13.14,-13.46,-9.72,22.47,8.41,COVID-19
Nigeria,2021,emerging,Africa,28.99,-17.69,6.7,13.91,9.98,COVID recovery / stimulus
Nigeria,2022,emerging,Africa,3.92,-20.0,-9.34,28.3,11.52,Inflation / rate hike cycle
Nigeria,2023,emerging,Africa,-10.09,-18.63,-9.28,15.27,11.34,Rates plateau
Nigeria,2024,emerging,Africa,3.19,-15.87,-11.66,14.21,11.83,
Egypt,1985,emerging,Africa,26.17,-13.22,-11.03,-24.06,10.16,
Egypt,1986,emerging,Africa,20.21,-6.38,8.08,23.24,8.91,
Egypt,1987,emerging,Africa,4.31,-9.83,1.95,31.37,8.01,Black Monday
Egypt,1988,emerging,Africa,26.02,-8.89,2.91,48.06,8.04,
Egypt,1989,emerging,Africa,29.06,-11.0,18.51,9.22,6.86,
Egypt,1990,emerging,Africa,-19.28,-7.74,-10.68,17.32,7.81,Gulf War / S&L crisis
Egypt,1991,emerging,Africa,23.01,-6.49,12.06,-4.02,9.45,Recession
