country,region,dev_level,year,gdp_growth,gdp_level,inflation,policy_rate,unemployment,current_account,debt_to_gdp,fx_change,biz_confidence,fin_stress_idx,shock_event
Australia,AsiaPacific,developed,2005,2.389,181.92,1.159,3.036,4.19,0.89,99.54,0.964,54.4,0.0,
Australia,AsiaPacific,developed,2006,2.909,187.22,2.175,3.555,3.495,2.774,102.19,1.362,56.04,0.0,
Australia,AsiaPacific,developed,2007,3.03,192.89,1.652,3.804,4.908,-0.75,104.59,-0.638,53.95,0.0,
Australia,AsiaPacific,developed,2008,1.199,195.2,1.913,3.466,3.607,-1.515,104.2,0.553,45.04,3.0,Global Financial Crisis
Australia,AsiaPacific,developed,2009,-1.501,192.27,2.33,2.97,6.4,-0.564,106.56,-2.255,41.64,2.5,GFC trough
Australia,AsiaPacific,developed,2010,-0.723,190.88,2.205,2.36,5.56,-3.573,108.65,1.607,49.62,0.0,
Australia,AsiaPacific,developed,2011,0.212,191.29,2.548,2.966,5.357,0.892,113.47,1.486,47.86,0.6,Euro debt crisis
Australia,AsiaPacific,developed,2012,0.052,191.39,2.875,3.292,5.519,-1.873,114.76,0.807,49.88,0.0,
Australia,AsiaPacific,developed,2013,-0.392,190.64,3.1,2.628,4.723,2.703,121.43,-2.611,48.31,0.0,
Australia,AsiaPacific,developed,2014,0.431,191.46,4.405,2.963,4.546,3.097,123.63,0.873,46.34,0.0,
Australia,AsiaPacific,developed,2015,0.741,192.88,2.486,2.614,5.049,-0.1,125.78,-1.493,49.86,0.4,China slowdown
Australia,AsiaPacific,developed,2016,1.436,195.65,3.275,1.919,3.866,0.318,127.87,0.574,53.37,0.0,
Australia,AsiaPacific,developed,2017,1.594,198.77,2.699,2.162,4.777,-1.464,130.1,0.307,57.53,0.0,
Australia,AsiaPacific,developed,2018,1.716,202.18,3.426,3.133,4.11,-0.421,132.15,-0.789,55.63,0.0,
Australia,AsiaPacific,developed,2019,2.125,206.47,3.429,3.046,3.454,4.287,134.36,-1.828,58.09,0.0,
Australia,AsiaPacific,developed,2020,-0.537,205.36,3.496,3.183,5.109,-0.339,135.32,-0.566,48.99,2.8,COVID-19
Australia,AsiaPacific,developed,2021,2.449,210.39,2.479,3.312,5.145,1.733,136.33,1.188,51.75,0.2,COVID recovery / stimulus
Australia,AsiaPacific,developed,2022,0.824,212.13,4.305,3.784,3.652,-2.298,139.75,-1.358,50.66,1.0,Inflation / rate hike cycle
Australia,AsiaPacific,developed,2023,0.289,212.74,3.885,3.542,5.677,-3.432,141.0,0.419,54.71,0.4,Rates plateau
Australia,AsiaPacific,developed,2024,1.106,215.1,4.058,3.916,3.934,-0.98,141.91,-3.025,53.18,0.0,
South_Korea,Asia,developed,1985,3.826,103.83,3.756,3.986,3.235,-0.977,64.38,0.571,57.96,0.0,
South_Korea,Asia,developed,1986,3.541,107.5,3.749,3.655,3.023,-0.524,64.57,-2.506,49.69,0.0,
South_Korea,Asia,developed,1987,2.077,109.74,2.938,3.725,3.162,-2.736,70.34,-1.105,51.67,0.8,Black Monday
South_Korea,Asia,developed,1988,3.068,113.1,3.581,3.143,3.35,-3.236,76.97,-3.214,50.27,0.0,
South_Korea,Asia,developed,1989,2.802,116.27,2.367,3.505,4.81,-0.951,76.3,-4.134,52.38,0.0,
South_Korea,Asia,developed,1990,2.317,118.96,2.283,3.305,4.039,0.646,77.79,-1.838,53.37,0.6,Gulf War / S&L crisis
South_Korea,Asia,developed,1991,1.97,121.31,3.363,3.58,3.304,-2.868,78.57,-2.071,53.45,0.5,Recession
South_Korea,Asia,developed,1992,2.813,124.72,4.27,3.923,3.698,2.399,81.59,-0.095,57.57,0.0,
South_Korea,Asia,developed,1993,3.304,128.84,3.872,3.669,3.7,2.474,83.4,2.504,47.76,0.0,
South_Korea,Asia,developed,1994,3.57,133.44,3.766,3.493,4.407,-0.132,84.38,-0.028,47.96,0.0,
South_Korea,Asia,developed,1995,3.346,137.91,4.499,3.53,2.912,2.619,88.95,0.734,52.35,0.0,
South_Korea,Asia,developed,1996,3.491,142.72,3.656,3.237,2.732,-1.236,88.7,-3.174,54.54,0.0,
South_Korea,Asia,developed,1997,3.404,147.58,5.153,3.449,3.446,0.625,90.21,0.993,53.71,1.2,Asian Financial Crisis
South_Korea,Asia,developed,1998,3.515,152.77,4.492,3.613,2.559,-1.612,90.99,-2.546,53.22,1.0,LTCM / Russia default
South_Korea,Asia,developed,1999,4.479,159.61,3.567,3.873,2.244,-0.61,91.32,1.184,52.94,0.0,
South_Korea,Asia,developed,2000,5.091,167.73,3.357,3.72,1.828,0.506,94.61,0.589,62.37,0.0,
South_Korea,Asia,developed,2001,4.901,175.96,3.056,3.64,2.784,-1.676,98.59,0.856,54.42,0.9,Dot-com bust / 9-11
South_Korea,Asia,developed,2002,4.733,184.28,4.481,4.075,2.577,3.017,102.38,-0.936,53.87,0.7,Corporate scandals
South_Korea,Asia,developed,2003,4.792,193.11,4.574,3.86,1.833,-1.775,102.2,-1.61,57.23,0.0,
South_Korea,Asia,developed,2004,4.618,202.03,4.516,3.704,2.46,1.175,105.14,-1.754,55.62,0.0,
South_Korea,Asia,developed,2005,5.908,213.97,4.299,3.831,1.959,0.184,106.27,-0.302,52.23,0.0,
South_Korea,Asia,developed,2006,4.978,224.62,4.02,4.018,2.228,-0.354,108.18,1.623,55.23,0.0,
South_Korea,Asia,developed,2007,5.098,236.07,3.483,4.36,2.639,1.732,111.5,1.183,55.37,0.0,
South_Korea,Asia,developed,2008,2.395,241.72,4.967,4.293,3.488,0.363,115.34,-4.181,46.38,3.0,Global Financial Crisis
South_Korea,Asia,developed,2009,-0.508,240.5,4.078,4.015,5.174,2.832,116.7,-5.918,43.25,2.5,GFC trough
South_Korea,Asia,developed,2010,0.438,241.55,4.848,4.431,4.82,-0.741,122.18,-0.444,48.03,0.0,
South_Korea,Asia,developed,2011,0.124,241.85,4.562,4.654,6.076,0.123,124.37,-2.688,50.59,0.6,Euro debt crisis
South_Korea,Asia,developed,2012,0.159,242.24,4.79,4.922,5.139,-0.439,129.29,-0.045,47.84,0.0,
South_Korea,Asia,developed,2013,2.355,247.94,4.25,5.177,2.613,2.553,135.53,-0.165,54.29,0.0,
South_Korea,Asia,developed,2014,3.226,255.94,3.586,5.218,2.983,-1.218,140.94,1.924,51.47,0.0,
South_Korea,Asia,developed,2015,2.924,263.42,2.842,5.138,3.038,0.713,145.77,0.021,55.48,0.4,China slowdown
South_Korea,Asia,developed,2016,3.136,271.68,2.803,4.392,3.941,-1.533,149.45,0.067,50.33,0.0,
South_Korea,Asia,developed,2017,3.111,280.14,4.049,4.508,2.94,0.611,152.24,6.744,54.31,0.0,
South_Korea,Asia,developed,2018,3.23,289.19,5.075,4.029,3.432,3.989,154.88,-3.939,52.4,0.0,
South_Korea,Asia,developed,2019,4.42,301.97,5.061,4.11,2.447,-1.119,158.19,2.208,58.07,0.0,
South_Korea,Asia,developed,2020,1.714,307.14,3.473,3.422,4.41,-2.691,161.13,-2.619,43.23,2.8,COVID-19
South_Korea,Asia,developed,2021,4.454,320.82,4.932,4.327,3.077,0.147,162.41,-2.571,53.02,0.2,COVID recovery / stimulus
South_Korea,Asia,developed,2022,3.811,333.05,7.015,4.252,2.701,2.409,165.6,-3.888,59.3,1.0,Inflation / rate hike cycle
South_Korea,Asia,developed,2023,3.666,345.26,5.989,4.947,2.983,-1.455,173.24,1.26,55.74,0.4,Rates plateau
South_Korea,Asia,developed,2024,4.22,359.83,4.689,5.637,2.468,0.567,173.62,-4.438,55.64,0.0,
China,Asia,emerging,1985,6.529,106.53,-0.178,4.965,5.795,4.779,50.27,1.238,57.02,0.0,
China,Asia,emerging,1986,8.118,115.18,-0.07,4.248,4.091,3.108,50.21,0.56,59.55,0.0,
China,Asia,emerging,1987,8.915,125.45,1.799,5.467,3.349,5.246,51.52,16.955,50.77,0.8,Black Monday
China,Asia,emerging,1988,7.734,135.15,3.037,5.636,5.108,0.663,53.88,6.041,57.27,0.0,
China,Asia,emerging,1989,6.522,143.96,6.005,7.021,5.039,2.409,55.52,-1.055,56.27,0.0,
China,Asia,emerging,1990,5.604,152.03,4.217,5.906,4.822,2.444,56.82,0.952,54.04,0.6,Gulf War / S&L crisis
China,Asia,emerging,1991,3.825,157.85,7.275,6.137,5.871,2.965,55.1,-4.995,54.49,0.5,Recession
China,Asia,emerging,1992,2.659,162.04,8.815,8.016,6.486,2.584,59.86,-3.838,54.38,0.0,
China,Asia,emerging,1993,3.064,167.01,6.857,7.354,6.639,4.316,61.9,-7.273,48.79,0.0,
China,Asia,emerging,1994,4.646,174.77,9.934,8.557,5.483,3.532,63.61,-3.732,50.22,0.0,
China,Asia,emerging,1995,7.05,187.09,3.629,8.664,4.243,1.179,68.54,-3.519,52.66,0.0,
China,Asia,emerging,1996,7.006,200.2,4.491,7.955,3.71,0.269,72.63,0.167,56.02,0.0,
China,Asia,emerging,1997,6.016,212.24,3.313,8.708,4.898,1.113,77.04,-3.466,49.83,1.2,Asian Financial Crisis
China,Asia,emerging,1998,5.799,224.55,3.201,8.172,6.146,2.672,74.53,1.811,51.98,1.0,LTCM / Russia default
China,Asia,emerging,1999,6.277,238.64,3.813,7.659,4.835,3.226,75.28,-4.742,63.26,0.0,
China,Asia,emerging,2000,5.848,252.6,4.011,6.062,5.134,0.134,76.01,5.162,55.31,0.0,
China,Asia,emerging,2001,5.568,266.67,0.286,6.512,4.62,5.057,79.95,3.941,49.35,0.9,Dot-com bust / 9-11
China,Asia,emerging,2002,5.558,281.49,-0.023,5.378,5.096,-2.077,83.89,0.741,50.85,0.7,Corporate scandals
China,Asia,emerging,2003,5.496,296.96,1.459,4.004,4.124,2.814,86.29,-0.296,50.22,0.0,
China,Asia,emerging,2004,6.229,315.46,-1.002,2.231,4.51,3.688,86.27,-0.799,60.02,0.0,
China,Asia,emerging,2005,7.095,337.84,0.636,1.683,4.154,-2.373,88.52,3.191,54.19,0.0,
China,Asia,emerging,2006,7.156,362.01,2.741,0.748,4.127,-0.273,92.11,4.696,48.16,0.0,
China,Asia,emerging,2007,5.551,382.11,2.688,0.686,4.562,5.89,93.26,2.708,51.62,0.0,
China,Asia,emerging,2008,2.53,391.77,3.2,0.674,7.041,-1.258,98.18,0.095,42.46,3.0,Global Financial Crisis
China,Asia,emerging,2009,-0.71,388.99,0.296,0.194,8.388,1.071,98.68,-6.628,43.13,2.5,GFC trough
China,Asia,emerging,2010,0.644,391.5,4.091,0.475,8.313,0.933,101.11,-0.365,45.34,0.0,
China,Asia,emerging,2011,3.697,405.97,4.322,1.658,5.775,1.67,100.83,6.023,52.2,0.6,Euro debt crisis
China,Asia,emerging,2012,5.213,427.14,6.934,3.694,5.776,-0.843,100.99,-5.96,55.66,0.0,
China,Asia,emerging,2013,6.115,453.26,3.526,3.648,4.196,1.894,98.95,2.726,55.21,0.0,
China,Asia,emerging,2014,8.876,493.49,5.277,4.023,3.971,-0.795,97.56,1.223,49.44,0.0,
China,Asia,emerging,2015,8.312,534.5,2.591,4.114,3.305,2.848,98.35,7.365,54.76,0.4,China slowdown
China,Asia,emerging,2016,7.312,573.59,2.339,2.904,4.547,3.18,103.95,-2.671,54.07,0.0,
China,Asia,emerging,2017,6.793,612.55,3.055,3.378,4.577,4.173,103.73,5.154,56.14,0.0,
China,Asia,emerging,2018,7.08,655.92,2.574,5.331,4.051,2.596,103.77,9.296,57.38,0.0,
China,Asia,emerging,2019,6.496,698.53,3.845,5.497,4.494,3.516,106.31,1.065,54.21,0.0,
China,Asia,emerging,2020,2.389,715.22,3.945,5.194,6.485,5.388,107.43,1.151,51.27,2.8,COVID-19
China,Asia,emerging,2021,6.208,759.62,4.195,4.456,5.058,-0.746,108.06,-10.88,54.46,0.2,COVID recovery / stimulus
China,Asia,emerging,2022,4.556,794.23,4.64,5.449,5.068,3.594,109.16,7.756,53.29,1.0,Inflation / rate hike cycle
China,Asia,emerging,2023,3.707,823.67,1.588,5.159,6.015,1.661,114.32,-3.08,51.95,0.4,Rates plateau
China,Asia,emerging,2024,5.926,872.48,3.649,4.93,4.893,-1.478,114.13,1.637,53.54,0.0,
India,Asia,emerging,1985,6.59,106.59,8.579,6.525,4.587,0.377,49.59,6.534,57.79,0.0,
India,Asia,emerging,1986,6.916,113.96,11.751,6.609,4.538,0.733,48.67,-0.072,52.0,0.0,
India,Asia,emerging,1987,7.24,122.21,12.929,8.388,3.453,-1.934,50.94,-1.823,45.89,0.8,Black Monday
India,Asia,emerging,1988,8.547,132.66,11.916,8.897,4.224,-1.355,50.35,0.167,61.92,0.0,
India,Asia,emerging,1989,9.983,145.9,11.552,10.38,3.404,-2.514,52.21,-5.186,58.63,0.0,
India,Asia,emerging,1990,7.88,157.4,11.824,11.269,2.524,0.358,54.96,0.632,54.55,0.6,Gulf War / S&L crisis
India,Asia,emerging,1991,8.305,170.47,11.55,12.25,4.37,0.725,54.74,-13.707,53.96,0.5,Recession
India,Asia,emerging,1992,8.767,185.41,9.834,13.024,3.691,2.576,55.66,1.338,58.26,0.0,
India,Asia,emerging,1993,10.002,203.96,5.754,11.848,3.423,3.092,57.12,-1.24,59.97,0.0,
India,Asia,emerging,1994,10.169,224.7,5.184,11.365,3.506,3.781,59.5,0.616,57.66,0.0,
India,Asia,emerging,1995,9.921,246.99,5.216,10.829,2.511,2.594,58.18,-1.775,57.92,0.0,
India,Asia,emerging,1996,11.455,275.29,4.627,9.672,1.997,3.318,52.8,-4.452,67.01,0.0,
India,Asia,emerging,1997,10.285,303.6,3.014,8.737,2.891,1.692,56.9,2.989,53.89,1.2,Asian Financial Crisis
India,Asia,emerging,1998,9.803,333.36,2.147,6.918,2.218,-3.13,55.45,-4.583,56.48,1.0,LTCM / Russia default
India,Asia,emerging,1999,7.538,358.49,-2.0,4.261,3.995,-1.211,58.94,-0.518,58.44,0.0,
India,Asia,emerging,2000,7.381,384.95,-0.385,2.52,4.28,-1.53,59.51,0.884,52.84,0.0,
India,Asia,emerging,2001,7.276,412.96,1.734,1.82,4.435,-0.168,58.0,1.782,51.93,0.9,Dot-com bust / 9-11
India,Asia,emerging,2002,5.433,435.4,-0.614,0.629,5.567,-1.389,63.59,6.563,56.69,0.7,Corporate scandals
India,Asia,emerging,2003,6.779,464.91,4.514,0.529,3.33,-0.892,64.78,1.353,56.04,0.0,
India,Asia,emerging,2004,8.419,504.05,5.676,2.097,3.321,-2.191,67.89,0.752,54.61,0.0,
India,Asia,emerging,2005,7.319,540.95,4.542,1.887,3.699,-3.001,67.69,-2.377,58.95,0.0,
India,Asia,emerging,2006,7.591,582.01,5.464,1.908,4.144,0.722,69.23,-0.159,59.08,0.0,
India,Asia,emerging,2007,7.453,625.38,7.257,2.522,3.367,0.537,70.97,2.65,57.0,0.0,
India,Asia,emerging,2008,3.321,646.15,6.332,3.359,6.553,-1.122,75.21,-16.079,51.46,3.0,Global Financial Crisis
India,Asia,emerging,2009,2.483,662.2,5.09,3.516,6.836,-5.491,75.69,-6.762,47.65,2.5,GFC trough
India,Asia,emerging,2010,4.968,695.1,4.729,2.679,5.679,-0.653,76.5,-0.927,60.55,0.0,
India,Asia,emerging,2011,2.387,711.69,4.754,2.623,6.416,1.8,80.07,0.285,49.82,0.6,Euro debt crisis
India,Asia,emerging,2012,3.406,735.93,4.894,2.624,6.203,0.505,83.18,-5.669,49.47,0.0,
India,Asia,emerging,2013,2.206,752.16,6.948,3.259,7.15,-2.859,88.91,-3.179,52.2,0.0,
India,Asia,emerging,2014,4.43,785.48,4.884,2.864,5.875,5.715,90.94,8.516,57.02,0.0,
India,Asia,emerging,2015,5.274,826.91,2.949,3.442,4.614,3.202,92.74,-12.186,52.24,0.4,China slowdown
India,Asia,emerging,2016,6.49,880.58,3.185,3.801,4.33,-2.612,93.71,1.152,53.95,0.0,
India,Asia,emerging,2017,8.09,951.82,2.148,3.671,3.989,-3.113,91.67,1.365,62.17,0.0,
India,Asia,emerging,2018,8.513,1032.85,-0.433,0.273,4.11,-0.192,93.48,-2.324,57.6,0.0,
India,Asia,emerging,2019,9.15,1127.36,0.059,-0.309,3.438,1.085,92.62,6.802,55.65,0.0,
India,Asia,emerging,2020,3.019,1161.39,5.021,-0.29,6.207,-0.132,94.05,-3.197,46.6,2.8,COVID-19
India,Asia,emerging,2021,7.024,1242.96,2.002,1.335,4.415,1.161,91.58,-1.006,52.99,0.2,COVID recovery / stimulus
India,Asia,emerging,2022,7.581,1337.19,4.53,2.429,3.884,-0.905,91.58,7.01,48.16,1.0,Inflation / rate hike cycle
India,Asia,emerging,2023,5.457,1410.17,0.189,0.747,4.866,-3.229,90.72,-8.18,50.34,0.4,Rates plateau
India,Asia,emerging,2024,7.283,1512.88,2.259,0.939,3.857,-3.072,88.51,1.056,58.21,0.0,
Brazil,LatAm,emerging,1985,4.083,104.08,9.261,11.775,5.971,-0.643,52.14,9.807,51.52,0.0,
Brazil,LatAm,emerging,1986,3.531,107.76,11.432,11.448,5.913,-1.058,54.42,-9.01,57.67,0.0,
Brazil,LatAm,emerging,1987,3.797,111.85,11.875,11.766,6.145,-1.799,56.62,9.605,55.02,0.8,Black Monday
Brazil,LatAm,emerging,1988,2.173,114.28,11.46,11.436,6.314,-2.082,59.02,3.647,55.36,0.0,
Brazil,LatAm,emerging,1989,3.007,117.72,8.571,11.217,6.632,-1.257,61.55,2.036,53.97,0.0,
Brazil,LatAm,emerging,1990,2.317,120.44,11.922,12.028,7.431,1.119,62.2,-6.687,50.16,0.6,Gulf War / S&L crisis
Brazil,LatAm,emerging,1991,0.262,120.76,11.125,13.013,8.497,0.616,65.71,-11.349,49.65,0.5,Recession
Brazil,LatAm,emerging,1992,0.977,121.94,10.866,15.039,8.132,1.57,68.46,-3.425,51.34,0.0,
Brazil,LatAm,emerging,1993,0.552,122.61,11.294,15.426,7.18,2.394,73.66,-9.633,50.77,0.0,
Brazil,LatAm,emerging,1994,1.502,124.45,12.58,15.561,7.663,0.374,76.02,-8.45,55.87,0.0,
Brazil,LatAm,emerging,1995,3.312,128.58,12.31,17.216,6.873,1.367,79.13,7.364,57.13,0.0,
Brazil,LatAm,emerging,1996,2.771,132.14,10.112,17.097,5.779,1.399,82.45,1.22,53.05,0.0,
Brazil,LatAm,emerging,1997,1.871,134.61,8.399,16.209,8.009,2.77,88.73,-0.246,53.25,1.2,Asian Financial Crisis
Brazil,LatAm,emerging,1998,3.029,138.69,6.492,15.178,5.575,2.246,98.09,0.853,46.67,1.0,LTCM / Russia default
Brazil,LatAm,emerging,1999,3.752,143.89,4.985,13.549,6.437,0.509,101.98,-2.344,56.63,0.0,
Brazil,LatAm,emerging,2000,3.198,148.49,3.37,12.024,6.571,-0.356,103.87,6.334,47.11,0.0,
Brazil,LatAm,emerging,2001,1.538,150.78,2.943,10.891,7.512,2.254,107.47,4.45,51.35,0.9,Dot-com bust / 9-11
Brazil,LatAm,emerging,2002,-0.665,149.77,7.7,9.564,8.542,0.78,113.37,-2.383,49.97,0.7,Corporate scandals
Brazil,LatAm,emerging,2003,-1.497,147.53,7.628,9.058,8.41,0.857,121.06,-1.605,49.85,0.0,
Brazil,LatAm,emerging,2004,-0.188,147.26,5.917,8.585,7.944,-1.393,127.09,1.798,44.92,0.0,
Brazil,LatAm,emerging,2005,-1.248,145.42,7.183,7.942,8.775,1.562,129.95,-6.813,52.94,0.0,
Brazil,LatAm,emerging,2006,0.361,145.94,6.508,7.27,7.564,-2.381,136.44,-3.436,53.88,0.0,
Brazil,LatAm,emerging,2007,0.665,146.91,4.72,6.726,6.355,-0.242,140.65,5.108,45.45,0.0,
Brazil,LatAm,emerging,2008,-0.832,145.69,7.857,8.199,8.39,2.028,143.72,-7.57,37.66,3.0,Global Financial Crisis
Brazil,LatAm,emerging,2009,-3.898,140.01,7.337,7.443,10.137,-3.616,146.09,6.127,35.48,2.5,GFC trough
Brazil,LatAm,emerging,2010,-3.308,135.38,7.463,8.348,9.863,0.296,154.94,-3.493,44.58,0.0,
Brazil,LatAm,emerging,2011,-2.027,132.64,7.473,8.089,9.05,0.069,159.27,4.167,42.49,0.6,Euro debt crisis
Brazil,LatAm,emerging,2012,-0.907,131.43,6.988,8.441,7.394,1.782,164.22,6.403,47.05,0.0,
Brazil,LatAm,emerging,2013,0.136,131.61,11.018,9.217,8.551,0.078,171.55,-0.556,52.77,0.0,
Brazil,LatAm,emerging,2014,0.154,131.82,8.446,9.011,7.973,-0.442,179.56,6.39,47.33,0.0,
Brazil,LatAm,emerging,2015,-0.13,131.64,5.205,10.22,8.217,0.96,184.46,0.833,50.51,0.4,China slowdown
Brazil,LatAm,emerging,2016,0.474,132.27,7.915,12.128,7.289,-2.044,191.28,8.056,53.92,0.0,
Brazil,LatAm,emerging,2017,1.068,133.68,8.005,11.312,7.911,-0.76,198.93,3.042,51.22,0.0,
Brazil,LatAm,emerging,2018,1.394,135.55,8.025,11.936,8.126,1.171,209.24,-1.007,50.2,0.0,
Brazil,LatAm,emerging,2019,2.705,139.21,8.363,10.867,6.483,-0.166,216.23,7.3,55.95,0.0,
Brazil,LatAm,emerging,2020,0.552,139.98,8.537,11.04,7.256,0.024,225.53,-9.357,44.35,2.8,COVID-19
Brazil,LatAm,emerging,2021,4.585,146.4,10.752,11.457,5.942,-0.364,228.19,-3.249,60.48,0.2,COVID recovery / stimulus
Brazil,LatAm,emerging,2022,1.096,148.0,13.227,13.84,7.072,0.004,236.83,6.568,49.58,1.0,Inflation / rate hike cycle
Brazil,LatAm,emerging,2023,1.353,150.0,14.05,15.331,6.886,-1.295,250.0,-4.936,45.1,0.4,Rates plateau
Brazil,LatAm,emerging,2024,1.826,152.74,9.88,16.459,7.176,-1.81,250.0,-10.011,49.74,0.0,
Mexico,LatAm,emerging,1985,4.02,104.02,10.964,10.177,5.944,-0.864,50.41,8.96,56.61,0.0,
Mexico,LatAm,emerging,1986,6.253,110.52,12.858,10.222,4.54,-1.338,51.92,-2.209,70.16,0.0,
Mexico,LatAm,emerging,1987,3.697,114.61,12.156,11.797,6.151,0.22,52.64,-1.164,56.54,0.8,Black Monday
Mexico,LatAm,emerging,1988,3.866,119.04,12.165,13.787,6.535,0.143,53.31,-4.7,56.24,0.0,
Mexico,LatAm,emerging,1989,3.902,123.69,10.076,13.133,5.455,-3.302,55.77,-8.421,53.97,0.0,
Mexico,LatAm,emerging,1990,2.194,126.4,6.969,12.802,7.273,-1.099,58.44,2.547,50.58,0.6,Gulf War / S&L crisis
Mexico,LatAm,emerging,1991,0.206,126.66,9.436,13.33,8.198,1.851,58.81,5.888,50.54,0.5,Recession
Mexico,LatAm,emerging,1992,2.068,129.28,9.623,13.292,6.829,0.734,61.91,3.402,48.93,0.0,
Mexico,LatAm,emerging,1993,1.601,131.35,13.088,13.465,7.08,-1.765,66.6,-5.658,52.3,0.0,
Mexico,LatAm,emerging,1994,2.919,135.19,10.373,14.231,6.951,2.11,70.85,15.044,58.38,0.0,
Mexico,LatAm,emerging,1995,3.279,139.62,7.847,13.633,7.074,3.419,77.72,3.522,52.09,0.0,
Mexico,LatAm,emerging,1996,3.744,144.85,5.094,11.428,6.248,1.046,83.07,2.907,58.28,0.0,
Mexico,LatAm,emerging,1997,1.686,147.29,5.39,9.449,6.155,1.481,85.53,4.696,53.94,1.2,Asian Financial Crisis
Mexico,LatAm,emerging,1998,0.742,148.38,6.624,8.652,6.706,0.247,88.69,-2.238,55.25,1.0,LTCM / Russia default
Mexico,LatAm,emerging,1999,-0.575,147.53,7.365,7.775,8.742,0.597,93.69,-4.984,46.68,0.0,
Mexico,LatAm,emerging,2000,1.507,149.75,10.734,9.123,6.798,0.678,102.66,-0.758,57.08,0.0,
Mexico,LatAm,emerging,2001,-0.133,149.55,9.691,10.023,8.265,-1.533,106.25,3.984,51.54,0.9,Dot-com bust / 9-11
Mexico,LatAm,emerging,2002,1.9,152.39,12.605,11.209,6.895,2.702,112.75,-6.744,48.89,0.7,Corporate scandals
Mexico,LatAm,emerging,2003,2.84,156.72,11.029,11.803,7.116,1.518,120.55,-11.016,55.83,0.0,
Mexico,LatAm,emerging,2004,3.789,162.66,7.07,10.986,5.685,0.043,128.65,9.942,54.32,0.0,
Mexico,LatAm,emerging,2005,4.298,169.65,8.074,11.39,6.05,0.607,137.13,5.04,54.5,0.0,
Mexico,LatAm,emerging,2006,5.004,178.14,9.544,12.058,6.064,0.376,142.99,-0.307,52.88,0.0,
Mexico,LatAm,emerging,2007,4.481,186.12,7.598,10.949,6.476,1.008,148.28,-3.154,58.89,0.0,
Mexico,LatAm,emerging,2008,1.776,189.42,6.565,10.515,7.546,-3.872,154.61,-19.782,45.67,3.0,Global Financial Crisis
Mexico,LatAm,emerging,2009,-0.478,188.52,9.839,10.459,8.385,3.989,160.76,4.667,49.49,2.5,GFC trough
Mexico,LatAm,emerging,2010,1.367,191.1,9.786,10.745,7.005,0.152,169.32,-1.051,51.49,0.0,
Mexico,LatAm,emerging,2011,1.149,193.29,11.561,12.403,7.092,-1.337,178.1,6.119,54.29,0.6,Euro debt crisis
Mexico,LatAm,emerging,2012,0.185,193.65,10.021,11.669,7.774,3.209,183.43,-9.151,47.84,0.0,
Mexico,LatAm,emerging,2013,1.308,196.18,10.558,12.345,7.934,-3.526,194.21,-2.778,54.53,0.0,
Mexico,LatAm,emerging,2014,0.218,196.61,9.757,12.496,8.469,-3.171,203.48,-6.403,51.91,0.0,
Mexico,LatAm,emerging,2015,1.681,199.91,11.4,12.487,7.623,2.722,209.36,1.592,55.08,0.4,China slowdown
Mexico,LatAm,emerging,2016,1.775,203.46,7.998,12.904,6.513,-0.357,218.85,3.128,51.29,0.0,
Mexico,LatAm,emerging,2017,1.335,206.18,7.896,13.253,8.476,-3.015,229.78,-5.852,55.44,0.0,
Mexico,LatAm,emerging,2018,0.7,207.62,6.268,11.859,7.612,0.646,240.71,0.041,47.26,0.0,
Mexico,LatAm,emerging,2019,2.223,212.24,6.208,12.175,6.534,-3.205,250.0,6.567,54.45,0.0,
Mexico,LatAm,emerging,2020,-1.747,208.53,4.246,12.182,8.359,-1.451,250.0,-22.4,43.15,2.8,COVID-19
Mexico,LatAm,emerging,2021,3.394,215.61,7.213,11.706,5.772,-0.28,250.0,2.217,58.08,0.2,COVID recovery / stimulus
Mexico,LatAm,emerging,2022,3.943,224.11,10.614,12.976,5.88,-0.957,250.0,-3.167,55.85,1.0,Inflation / rate hike cycle
Mexico,LatAm,emerging,2023,2.108,228.83,7.188,12.916,7.389,-1.971,250.0,-2.87,53.01,0.4,Rates plateau
Mexico,LatAm,emerging,2024,4.107,238.23,8.665,13.475,6.901,-1.408,250.0,-4.26,56.57,0.0,
Argentina,LatAm,emerging,1985,-0.825,99.17,24.585,29.259,8.805,0.705,55.44,3.074,50.11,0.0,
Argentina,LatAm,emerging,1986,-1.041,98.14,23.682,27.065,7.975,-1.485,62.4,-4.332,45.86,0.0,
Argentina,LatAm,emerging,1987,-2.151,96.03,24.4,27.4,9.277,0.025,67.17,-2.92,41.8,0.8,Black Monday
Argentina,LatAm,emerging,1988,-1.598,94.5,24.67,28.586,9.205,-1.975,76.77,3.301,43.59,0.0,
Argentina,LatAm,emerging,1989,0.321,94.8,24.415,27.413,8.067,0.434,84.53,-0.012,48.64,0.0,
Argentina,LatAm,emerging,1990,0.513,95.29,24.725,27.761,7.922,-2.309,91.68,-10.967,51.78,0.6,Gulf War / S&L crisis
Argentina,LatAm,emerging,1991,-1.77,93.6,25.213,28.158,9.186,-2.408,101.88,8.287,49.72,0.5,Recession
Argentina,LatAm,emerging,1992,0.357,93.93,25.846,27.698,8.181,-0.316,113.36,-3.418,50.37,0.0,
Argentina,LatAm,emerging,1993,0.965,94.84,26.169,28.623,7.228,-2.687,128.05,12.096,53.75,0.0,
